City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,caconda,-13.7333,15.0667,21.22,45,24,2.9,AO,1695846316
365,kiama,-34.6833,150.8667,16.32,95,79,2.46,AU,1695846316
366,kolonia town,6.964,158.206,25.0,100,100,1.54,FM,1695846317
367,chibougamau,49.9168,-74.3659,18.79,34,0,1.54,CA,1695846317
368,bandarbeyla,9.4942,50.8122,26.29,84,47,9.36,SO,1695846317
369,aoulef,26.9667,1.0833,35.91,12,42,1.23,DZ,1695846317
370,vyazemskiy,47.5378,134.7525,14.25,96,98,2.37,RU,1695846317
371,kuqa,41.7278,82.9364,18.04,36,0,1.3,CN,1695846317
372,mildura,-34.2,142.15,6.15,84,0,4.01,AU,1695846317
373,hithadhoo,-0.6,73.0833,27.11,77,100,2.57,MV,1695846318
374,katsuura,35.1333,140.3,23.94,90,16,2.77,JP,1695846318
375,kill devil hills,36.0307,-75.676,21.1,85,100,8.23,US,1695846318
376,portland,45.5234,-122.6762,17.38,82,75,8.75,US,1695845911
377,tchollire,8.4022,14.1698,25.97,75,100,1.45,CM,1695846318
378,carora,10.1755,-70.0827,36.72,27,2,2.22,VE,1695846318
379,ormond-by-the-sea,29.3491,-81.0665,26.13,98,75,4.12,US,1695846318
380,vilyuysk,63.7553,121.6247,4.19,74,81,2.67,RU,1695846318
381,negotin,44.2264,22.5308,17.52,41,50,2.72,RS,1695846319
382,north bend,43.4065,-124.2243,19.02,63,0,3.6,US,1695846319
383,lincoln,40.8,-96.667,26.67,48,0,2.06,US,1695846202
384,tozeur,33.9197,8.1335,28.22,32,40,3.09,TN,1695846319
385,minas de marcona,-15.2119,-75.1103,16.09,73,63,7.53,PE,1695846319
386,saint-pierre,-21.3393,55.4781,22.82,68,0,8.75,RE,1695846319
387,padangsidempuan,1.3667,99.2667,21.39,99,59,0.67,ID,1695846319
388,broome,42.2506,-75.833,22.06,55,0,2.06,US,1695846319
389,karaidel',55.8337,56.9069,8.0,82,58,0.95,RU,1695846320
390,sambava,-14.2667,50.1667,22.21,85,78,6.31,MG,1695846320
391,kyren,51.6828,102.1408,6.45,93,100,0.39,RU,1695846320
392,al mahwit,15.4701,43.5448,19.54,66,6,0.37,YE,1695846320
393,fort stockton,30.894,-102.8793,34.53,24,0,2.06,US,1695846320
394,aketi,2.7388,23.7833,22.1,98,22,1.36,CD,1695846320
395,surin,14.8818,103.4936,26.06,99,100,2.61,TH,1695846040
396,ciudad insurgentes,25.2625,-111.7753,35.28,30,0,5.67,MX,1695846321
397,puerto lempira,15.2667,-83.7667,32.08,66,40,2.57,HN,1695846264
398,villmergen,47.3492,8.2458,16.84,86,16,0.89,CH,1695846321
399,richards bay,-28.783,32.0377,17.75,74,96,1.64,ZA,1695846321
400,den burg,53.0542,4.7972,19.44,80,100,6.17,NL,1695846321
401,vung tau,10.346,107.0843,26.39,85,100,3.17,VN,1695846321
402,porto velho,-8.7619,-63.9039,37.03,36,40,1.03,BR,1695846234
403,margate,51.3813,1.3862,19.94,77,100,2.68,GB,1695846321
404,great falls,47.5002,-111.3008,21.66,40,0,3.09,US,1695846321
405,kralendijk,12.15,-68.2667,32.99,55,0,4.63,BQ,1695846322
406,micheweni,-4.9667,39.8333,24.96,84,2,4.2,TZ,1695846322
407,nuku'alofa,-21.1333,-175.2,25.19,78,40,5.14,TO,1695846322
408,mandera,3.9366,41.867,30.64,37,26,4.14,KE,1695846322
409,prince rupert,54.3161,-130.3201,13.05,89,75,5.66,CA,1695846322
410,dakhla,23.6848,-15.958,22.01,83,49,9.26,EH,1695846322
411,grand falls-windsor,48.9332,-55.6649,16.39,74,0,4.32,CA,1695846322
412,canico,32.6333,-16.85,24.84,81,20,2.57,PT,1695846322
413,san matias,-16.3667,-58.4,36.43,28,85,2.53,BO,1695846323
414,merizo village,13.2658,144.6691,26.31,97,100,5.35,GU,1695846323
415,maceio,-9.6658,-35.7353,26.69,73,0,4.63,BR,1695846219
416,sola,-13.8833,167.55,25.58,81,100,10.58,VU,1695846323
417,oum hadjer,13.2954,19.6966,28.05,57,52,11.62,TD,1695846323
418,zhongshu,24.5167,103.7667,17.01,99,100,1.37,CN,1695846323
419,palikir - national government center,6.9248,158.1611,24.41,100,100,1.54,FM,1695846323
420,zadar,44.1197,15.2422,23.34,43,0,5.66,HR,1695846319
421,crane,31.3974,-102.3501,33.31,24,0,3.4,US,1695846323
422,eiguliai,54.9282,23.9329,19.03,82,0,2.57,LT,1695846324
423,sinabang,2.4803,96.3801,25.84,84,100,2.68,ID,1695846324
424,baishan,41.9431,126.4286,8.89,84,0,0.5,CN,1695846324
425,la ronge,55.1001,-105.2842,20.12,55,75,0.51,CA,1695846324
426,carbonear,47.7332,-53.2148,11.18,79,23,4.91,CA,1695846324
427,palmerston north,-40.35,175.6167,12.25,96,100,0.45,NZ,1695846247
428,richfield,44.8833,-93.283,22.77,70,75,5.14,US,1695846324
429,yuzhno-kurilsk,44.0306,145.8556,14.59,86,100,2.74,RU,1695846324
430,halberstadt,51.9,11.05,20.93,74,100,1.65,DE,1695846325
431,wanlaweyn,2.6185,44.8938,26.08,78,3,7.15,SO,1695846325
432,jayapura,-2.5333,140.7,24.66,86,95,1.83,ID,1695846325
433,iskateley,67.6803,53.1512,9.32,93,100,6.9,RU,1695846325
434,cedeira,43.6797,-8.0209,19.47,80,100,2.65,ES,1695846325
435,miri,4.4148,114.0089,25.08,94,40,1.03,MY,1695846325
436,cadale,2.7603,46.3222,26.18,86,6,6.99,SO,1695846325
437,pacific grove,36.6177,-121.9166,26.97,72,0,4.92,US,1695846326
438,sittwe,20.15,92.9,27.55,87,100,2.86,MM,1695846326
439,santiago de cao,-7.9589,-79.2392,21.07,78,75,4.63,PE,1695846326
440,bokovskaya,49.229,41.8306,17.43,46,0,3.34,RU,1695846326
441,hasaki,35.7333,140.8333,22.94,87,96,2.32,JP,1695846326
442,pisco,-13.7,-76.2167,21.03,68,40,6.17,PE,1695846326
443,belel,7.05,14.4333,17.17,90,12,1.06,CM,1695846326
444,bayganin,48.6947,55.8742,17.39,48,100,3.28,KZ,1695846326
445,tuy hoa,13.0833,109.3,25.08,89,100,3.15,VN,1695846327
446,vicuna,-30.0319,-70.7081,26.54,30,0,3.88,CL,1695846210
447,scarborough,54.2797,-0.4044,18.76,87,96,2.24,GB,1695846314
448,plettenberg bay,-34.0527,23.3716,12.77,78,0,2.31,ZA,1695846327
449,monghyr,25.3833,86.4667,28.95,75,93,0.57,IN,1695846132
450,kuta,-8.7233,115.1723,25.97,88,20,3.6,ID,1695846327
451,flying fish cove,-10.4217,105.6791,23.82,88,100,5.66,CX,1695846327
452,sosnogorsk,63.6023,53.8817,10.08,96,96,3.21,RU,1695846327
453,pyay,18.8167,95.2167,24.68,97,100,1.61,MM,1695846328
454,pont rouge,48.8833,-72.0825,20.06,50,0,1.22,CA,1695846328
455,ad dilam,23.9915,47.1627,32.23,17,0,2.45,SA,1695846328
456,luganville,-15.5333,167.1667,23.87,78,99,5.25,VU,1695846328
457,saldanha,-33.0117,17.9442,13.03,72,0,2.91,ZA,1695846328
458,butte,39.6499,-121.5677,26.32,41,0,3.6,US,1695846328
459,bratsk,56.1325,101.6142,3.27,71,100,1.66,RU,1695846328
460,usogorsk,63.4106,48.6872,10.27,95,22,3.33,RU,1695846329
461,tolanaro,-25.0319,46.9987,23.04,83,20,11.83,MG,1695846329
462,san miguel,13.4833,-88.1833,34.81,49,0,4.12,SV,1695846251
463,mount pearl,47.5166,-52.7813,10.25,79,37,0.89,CA,1695846329
464,ogdensburg,44.6942,-75.4863,20.57,52,0,3.09,US,1695846329
465,kaka,37.3482,59.6143,20.79,27,77,3.98,TM,1695846329
466,alpena,45.0617,-83.4327,18.18,73,100,4.63,US,1695846329
467,talanga,14.4,-87.0833,30.02,63,69,1.41,HN,1695846329
468,kone,-21.0595,164.8658,17.91,71,5,2.01,NC,1695846330
469,san sebastian de la gomera,28.0916,-17.1133,25.21,78,20,2.57,ES,1695846207
470,al kharijah,25.4514,30.5464,31.58,14,5,4.3,EG,1695846330
471,toprakkale,37.0686,36.1466,23.49,86,1,0.76,TR,1695846330
472,puerto baquerizo moreno,-0.9,-89.6,26.55,69,75,8.23,EC,1695846330
473,arkhangel'sk,64.5401,40.5433,10.44,94,100,2.7,RU,1695846330
474,bullsbrook,-31.6667,116.0,20.95,71,26,2.57,AU,1695846330
475,pampa del infierno,-26.5052,-61.1744,24.92,25,1,3.54,AR,1695846331
476,lachi,33.3833,71.3386,27.47,40,0,0.78,PK,1695846331
477,hoa binh,20.8133,105.3383,24.38,99,100,0.62,VN,1695846331
478,bandon,51.7469,-8.7425,14.77,79,91,10.47,IE,1695846331
479,gorgan,36.8387,54.4348,16.98,88,20,0.0,IR,1695846331
480,badiyah,22.45,58.8,23.77,56,0,1.63,OM,1695846331
481,kharkhorin,47.1975,102.8238,0.48,85,28,2.33,MN,1695846332
482,patong,7.8961,98.2966,28.34,79,99,4.71,TH,1695846332
483,yekaterinoslavka,50.3734,129.1139,7.54,89,83,1.0,RU,1695846332
484,leua,48.2156,18.6071,19.16,48,7,3.06,SK,1695846332
485,awjilah,29.1081,21.2869,26.33,33,5,3.98,LY,1695846332
486,thunder bay,48.4001,-89.3168,18.99,59,20,6.69,CA,1695846119
487,weyburn,49.6668,-103.8511,19.12,55,68,7.2,CA,1695846332
488,taroudant,30.4703,-8.877,23.16,67,0,3.67,MA,1695846333
489,sanctuary point,-35.1114,150.629,15.42,87,92,0.98,AU,1695846333
490,belyy yar,53.6039,91.3903,-0.06,93,0,0.0,RU,1695846333
491,nykobing mors,56.7933,8.8528,16.18,91,96,3.7,DK,1695846333
492,loiza,18.4313,-65.8802,30.98,76,75,5.14,PR,1695846333
493,kununurra,-15.7667,128.7333,25.99,57,100,2.57,AU,1695846333
494,cherdyn',60.403,56.4787,8.9,94,60,3.09,RU,1695846333
495,cascais,38.6979,-9.4215,22.19,75,0,5.36,PT,1695846234
496,beau vallon,-20.4189,57.6953,23.13,78,40,4.63,MU,1695846334
497,lichinga,-13.3128,35.2406,20.54,51,38,4.16,MZ,1695846334
498,stjordalshalsen,63.4681,10.9262,9.36,100,40,2.57,NO,1695846334
499,puerto colombia,10.9878,-74.9547,32.05,72,89,5.06,CO,1695846334
500,pitimbu,-7.4706,-34.8086,27.33,73,72,4.38,BR,1695846334
501,sault ste. marie,46.5168,-84.3333,20.16,42,0,5.66,CA,1695845828
502,sylvan lake,52.3168,-114.0853,16.76,31,20,1.54,CA,1695846335
503,guerrero negro,27.9769,-114.0611,24.7,56,61,6.3,MX,1695846335
504,akjoujt,19.6969,-14.4164,37.09,14,100,4.35,MR,1695846335
505,santa cruz,-17.8,-63.1667,25.7,47,75,6.69,BO,1695846335
506,kiselevsk,53.99,86.6621,4.4,83,100,1.53,RU,1695846335
507,srandakan,-7.9386,110.2506,22.64,92,92,1.99,ID,1695846335
508,oyama,36.3,139.8,25.88,79,65,0.57,JP,1695846335
509,abomsa,9.9833,39.9833,21.93,68,62,3.0,ET,1695846335
510,quellon,-43.1167,-73.6167,9.93,75,28,6.03,CL,1695846335
511,watsa,3.0372,29.5355,16.15,95,100,1.3,CD,1695846335
512,sucua,-2.4667,-78.1667,32.41,40,20,4.12,EC,1695846336
513,kirakira,-10.4544,161.9205,26.28,86,95,5.24,SB,1695846336
514,touros,-5.1989,-35.4608,26.27,65,7,4.97,BR,1695846336
515,maisi,43.0395,41.2621,17.23,57,2,2.47,GE,1695846336
516,beledweyne,4.7358,45.2036,28.17,61,34,9.25,SO,1695846336
517,poso,-1.3959,120.7524,24.79,73,98,2.78,ID,1695846336
518,brisas de zicatela,15.8369,-97.0419,32.29,58,20,4.12,MX,1695846337
519,ibia,-19.4783,-46.5389,26.7,53,99,0.4,BR,1695846337
520,aromashevo,56.8602,68.6375,10.74,63,100,3.47,RU,1695846337
521,san borja,-14.8167,-66.85,26.96,79,98,3.66,BO,1695846337
522,deschutes river woods,43.9915,-121.3584,14.68,49,0,6.69,US,1695846337
523,karasburg,-28.0167,18.75,15.75,26,0,4.62,NA,1695846337
524,lautoka,-17.6167,177.4667,25.92,78,20,3.09,FJ,1695846337
525,taltal,-25.4,-70.4833,16.73,70,22,3.65,CL,1695846021
526,lazaro cardenas,17.9583,-102.2,30.89,66,8,4.85,MX,1695846309
527,makokou,0.5738,12.8642,22.86,94,100,0.55,GA,1695846337
528,road town,18.4167,-64.6167,32.05,66,20,6.17,VG,1695846115
529,chokwe,-24.5333,32.9833,19.33,96,100,4.91,MZ,1695846338
530,kiffa,16.6166,-11.4045,36.79,31,59,2.6,MR,1695846338
531,verkhnevilyuysk,63.4453,120.3167,5.7,65,98,2.8,RU,1695846338
532,ahus,55.9167,14.2833,15.08,96,100,0.0,SE,1695846338
533,concepcion,-36.827,-73.0498,13.89,67,40,5.66,CL,1695846338
534,malango,-2.9627,119.9001,16.98,92,100,0.88,ID,1695846338
535,balabac,7.9868,117.0645,27.32,79,91,2.24,PH,1695846338
536,al jawf,29.5,38.75,27.83,21,6,3.0,SA,1695846338
537,naracoorte,-36.9579,140.7383,6.15,95,5,1.54,AU,1695846339
538,el-tor,28.2364,33.6254,28.08,74,0,5.14,EG,1695846339
539,megion,61.0296,76.1136,4.01,71,100,1.3,RU,1695846339
540,vila franca do campo,37.7167,-25.4333,23.23,90,55,6.59,PT,1695846339
541,serdar,38.9764,56.2757,18.32,35,0,0.87,TM,1695846339
542,sontra,51.0667,9.9333,18.69,91,41,1.14,DE,1695846339
543,pimentel,-6.8367,-79.9342,25.16,61,0,7.72,PE,1695846340
544,mokhsogollokh,61.4681,128.9203,2.59,95,92,1.98,RU,1695846340
545,joshimath,30.5667,79.5667,16.49,63,0,1.59,IN,1695846340
546,bryne,58.7354,5.6477,14.97,83,0,2.57,NO,1695846340
547,ndele,8.4109,20.6473,21.79,95,100,0.37,CF,1695846340
548,masterton,-40.9597,175.6575,9.38,96,100,0.6,NZ,1695846340
549,sao miguel,-5.4667,-35.3667,27.43,63,27,5.38,BR,1695846340
550,qarazhal,48.0078,70.7903,14.75,65,88,0.91,KZ,1695846340
551,coursan,43.2337,3.0571,20.45,70,100,1.23,FR,1695846340
552,ta`u,-14.2336,-169.5144,25.86,73,98,7.47,AS,1695846341
553,kalabo,-14.97,22.6814,22.74,44,32,2.11,ZM,1695846341
554,erenhot,43.6475,111.9767,10.8,22,1,2.38,CN,1695846341
555,shajiang,26.7825,119.9669,23.74,85,69,1.91,CN,1695846341
556,alatyr',54.8421,46.5813,9.22,80,0,1.54,RU,1695846341
557,magadan,59.5667,150.8,0.85,89,65,1.39,RU,1695846341
558,luderitz,-26.6481,15.1594,22.04,34,0,3.92,NA,1695846341
559,bilajer,40.5681,50.0378,15.9,94,1,1.03,AZ,1695846342
560,tonghae,37.5439,129.1069,20.53,88,73,2.65,KR,1695846342
561,aioun,16.6614,-9.6149,37.45,23,49,1.89,MR,1695846342
562,porto novo,6.4965,2.6036,26.9,87,17,2.92,BJ,1695846342
563,danjiangkou,32.5428,111.5086,18.59,84,34,1.56,CN,1695846342
564,cooper's town,26.8667,-77.5167,28.45,69,100,2.49,BS,1695846342
565,oranjemund,-28.55,16.4333,18.46,47,0,5.66,NA,1695846342
566,dharchula,29.85,80.5333,18.66,62,0,2.31,IN,1695846342
567,viqueque,-8.8673,126.3658,21.98,90,25,0.66,TL,1695846342
568,lamarque,-39.423,-65.7021,23.07,13,100,7.78,AR,1695846343
569,tamboril,19.4854,-70.611,32.43,58,75,8.23,DO,1695846343
570,nizhnesortymskiy,62.4397,71.7603,6.91,94,100,4.61,RU,1695846343
571,bureya,49.8133,129.8131,8.74,91,99,2.0,RU,1695846343
572,rongelap,11.1635,166.8941,26.92,80,100,1.5,MH,1695846343
573,afaahiti,-17.75,-149.2833,25.93,86,1,5.69,PF,1695846343
574,doume,4.2333,13.45,21.37,96,69,0.76,CM,1695846343
575,rio branco do sul,-25.19,-49.3142,23.47,55,34,2.92,BR,1695846343
576,ketou,7.3633,2.5998,25.08,93,18,2.32,BJ,1695846343
577,ao luek,8.378,98.7212,25.07,93,100,0.85,TH,1695846344
578,ondjiva,-17.0667,15.7333,26.02,11,0,3.6,AO,1695846344
